Trk,Song,Ragam,Thalam,Composer,Musician,ConcertFolder,FileName,RelativePath,Duration,MainArtist,Type,VocalSupport,Violin,Veena,Flute,Nagasvaram,Mridangam,Tavil,Khanjira,Ghatam,Morsing,Konnakkol,Dholak,Tabla,Narration,Date,Venue,Info,Comments
3,Entanuchu Sairintunu,Yadukulakambhoji,Adi,Thyagaraja,DKPattammal,Album-006,03-EntanuchuSairintunu.mp3,DKPattammal/Album-006/03-EntanuchuSairintunu.mp3,0:05:43,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
4,Mohana Raama,Mohanam,Adi,Thyagaraja,DKPattammal,Album-006,04-MohanaRaama.mp3,DKPattammal/Album-006/04-MohanaRaama.mp3,0:19:45,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
5,Raamachandra Raghunandana,Neelambari,Adi,?,DKPattammal,Album-006,05-RaamachandraRaghunandana.mp3,DKPattammal/Album-006/05-RaamachandraRaghunandana.mp3,0:04:29,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
6,Arivaar Yaar Unnai,Mukhari,Misra Chapu,Arunachala Kavirayar,DKPattammal,Album-006,06-ArivaarYaarUnnai.mp3,DKPattammal/Album-006/06-ArivaarYaarUnnai.mp3,0:04:37,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
7,Sandehamu Elaraa,Kalyani,Rupaka,?,DKPattammal,Album-006,07-SandehamuElaraa.mp3,DKPattammal/Album-006/07-SandehamuElaraa.mp3,0:26:17,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
8,Nannu Brochutaku,Todi,Adi,Subbaraya Sastri,DKPattammal,Album-006,08-NannuBrochutaku.mp3,DKPattammal/Album-006/08-NannuBrochutaku.mp3,0:31:40,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
9,Sree Ranganaatham Upaasmahe,Poornachandrika,Adi,?,DKPattammal,Album-006,09-SreeRanganaathamUpaasmahe.mp3,DKPattammal/Album-006/09-SreeRanganaathamUpaasmahe.mp3,0:02:58,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
10,Nadachi Nadachi,Kharaharapriya,Adi,Thyagaraja,DKPattammal,Album-006,10-NadachiNadachi.mp3,DKPattammal/Album-006/10-NadachiNadachi.mp3,0:14:03,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
11,Vandanamu,Sahana,Adi,Thyagaraja,DKPattammal,Album-006,11-Vandanamu.mp3,DKPattammal/Album-006/11-Vandanamu.mp3,0:04:25,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
12,Slokam,Ragamalika,,,DKPattammal,Album-006,12-Slokam.mp3,DKPattammal/Album-006/12-Slokam.mp3,0:11:29,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
13,Speech,,,?,DKPattammal,Album-006,13-Speech.mp3,DKPattammal/Album-006/13-Speech.mp3,0:02:31,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
14,Teeraada Vilaiyaattuppillai,Ragamalika,Adi (Khanda),Subrahmanya Bharati,DKPattammal,Album-006,14-TeeraadaVilaiyaattuppillai.mp3,DKPattammal/Album-006/14-TeeraadaVilaiyaattuppillai.mp3,0:05:59,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
15,Marubaari Taalalenu Raa,Khamas,Adi,Tiruppanandal Pattabhiramayya,DKPattammal,Album-006,15-MarubaariTaalalenuRaa.mp3,DKPattammal/Album-006/15-MarubaariTaalalenuRaa.mp3,0:04:29,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
16,Yaadava Nee Baa,Karnatakadevagandhari,Adi,Purandaradasa,DKPattammal,Album-006,16-YaadavaNeeBaa.mp3,DKPattammal/Album-006/16-YaadavaNeeBaa.mp3,0:05:08,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
17,Poonkuyil,Kapi,Adi,Kalki R Krishnamurthy,DKPattammal,Album-006,17-Poonkuyil.mp3,DKPattammal/Album-006/17-Poonkuyil.mp3,0:03:48,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
18,Tillana,Anandabhairavi,Khanda Chapu,Thanjavur Sankara Iyer,DKPattammal,Album-006,18-Tillana.mp3,DKPattammal/Album-006/18-Tillana.mp3,0:02:45,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
19,Marukkulaaviya,Poorvikalyani,?,Arunagirinathar,DKPattammal,Album-006,19-Marukkulaaviya.mp3,DKPattammal/Album-006/19-Marukkulaaviya.mp3,0:02:25,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
20,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-006,20-Neenaamaroopamulaku.mp3,DKPattammal/Album-006/20-Neenaamaroopamulaku.mp3,0:00:49,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
1,Viribhoni,Bhairavi,Ata,Pachchimiriyam Adiyappayya,DKPattammal,Album-007,01-Viribhoni.mp3,DKPattammal/Album-007/01-Viribhoni.mp3,0:04:04,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
2,Vidulaku Mrokkedaa,Mayamalavagaula,Adi,Thyagaraja,DKPattammal,Album-007,02-VidulakuMrokkedaa.mp3,DKPattammal/Album-007/02-VidulakuMrokkedaa.mp3,0:10:11,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
3,Entanerchina Entajoochina,Suddhadhanyasi,Adi,Thyagaraja,DKPattammal,Album-007,03-EntanerchinaEntajoochina.mp3,DKPattammal/Album-007/03-EntanerchinaEntajoochina.mp3,0:16:58,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
4,Vinave O Manasaa,Vivardhani,Rupaka,Thyagaraja,DKPattammal,Album-007,04-VinaveOManasaa.mp3,DKPattammal/Album-007/04-VinaveOManasaa.mp3,0:02:50,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
5,Nee Paadamule Gatiyani Nammiti,Bhairavi,Adi,Patnam Subramania Iyer,DKPattammal,Album-007,05-NeePaadamule.mp3,DKPattammal/Album-007/05-NeePaadamule.mp3,0:16:39,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
6,Samayamide Nannu Brochutaku,Budhamanohari,Adi,Harikesanallur L Muthayya Bhagavatar,DKPattammal,Album-007,06-SamayamideNannuBrochutaku.mp3,DKPattammal/Album-007/06-SamayamideNannuBrochutaku.mp3,0:04:30,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
7,Sankari Sankuru,Saveri,Adi (Tisra),Syama Sastri,DKPattammal,Album-007,07-SankariSankuru.mp3,DKPattammal/Album-007/07-SankariSankuru.mp3,0:22:27,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
8,Adigi Sukhamu,Madhyamavati,Misra Chapu,Thyagaraja,DKPattammal,Album-007,08-AdigiSukhamu.mp3,DKPattammal/Album-007/08-AdigiSukhamu.mp3,0:22:05,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
9,Maayammaayani,Ahiri,Adi,Syama Sastri,DKPattammal,Album-007,09-Maayammaayani.mp3,DKPattammal/Album-007/09-Maayammaayani.mp3,0:06:35,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
10,Sree Subrahmanyaaya Namaste,Kambhoji,Rupaka,Muttusvami Dikshitar,DKPattammal,Album-007,10a-SreeSubrahmanyaayaNamaste.mp3,DKPattammal/Album-007/10a-SreeSubrahmanyaayaNamaste.mp3,0:11:44,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
10,Sree Subrahmanyaaya Namaste,Kambhoji,Rupaka,Muttusvami Dikshitar,DKPattammal,Album-007,10b-SreeSubrahmanyaayaNamaste.mp3,DKPattammal/Album-007/10b-SreeSubrahmanyaayaNamaste.mp3,0:18:54,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
11,Eppadi Paadinaro,Karnatakadevagandhari,Adi,Suddhananda Bharati,DKPattammal,Album-007,11-EppadiPaadinaro.mp3,DKPattammal/Album-007/11-EppadiPaadinaro.mp3,0:03:54,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
12,RTP,Todi,Triputa (Khanda),,DKPattammal,Album-007,12a-RTP-Todi.mp3,DKPattammal/Album-007/12a-RTP-Todi.mp3,0:20:09,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
12,RTP,Todi,Triputa (Khanda),,DKPattammal,Album-007,12b-RTP-Todi.mp3,DKPattammal/Album-007/12b-RTP-Todi.mp3,0:10:15,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
13,Saanti Nilava Vendum,Tilang,Adi,Subrahmanya Bharati,DKPattammal,Album-007,13-SaantiNilavaVendum.mp3,DKPattammal/Album-007/13-SaantiNilavaVendum.mp3,0:03:02,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
14,Tillana,Anandabhairavi,Khanda Chapu,Thanjavur Sankara Iyer,DKPattammal,Album-007,14-Tillana.mp3,DKPattammal/Album-007/14-Tillana.mp3,0:01:18,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
15,Vandanamu,Sahana,Adi,Thyagaraja,DKPattammal,Album-007,15-Vandanamu.mp3,DKPattammal/Album-007/15-Vandanamu.mp3,0:03:13,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
16,Kisalaya Sayanatale,Nadanamakriya,Adi,Jayadeva,DKPattammal,Album-007,16-KisalayaSayanatale.mp3,DKPattammal/Album-007/16-KisalayaSayanatale.mp3,0:03:29,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
17,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-007,17-Neenaamaroopamulaku.mp3,DKPattammal/Album-007/17-Neenaamaroopamulaku.mp3,0:01:03,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,7/12/1971,Bombay,,
1,Taamasinchu,Asaveri,Adi,Patnam Subramania Iyer,DKPattammal,Album-008,01-Taamasinchu.mp3,DKPattammal/Album-008/01-Taamasinchu.mp3,0:03:27,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
2,Vinave O Manasaa,Vivardhani,Rupaka,Thyagaraja,DKPattammal,Album-008,02-VinaveOManasaa.mp3,DKPattammal/Album-008/02-VinaveOManasaa.mp3,0:02:20,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
3,Kannatanrinaapai,Devamanohari,Adi,Thyagaraja,DKPattammal,Album-008,03-Kannatanrinaapai.mp3,DKPattammal/Album-008/03-Kannatanrinaapai.mp3,0:04:16,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
4,Arumarundoru,Kambhoji,Rupaka,Muttu Tandavar,DKPattammal,Album-008,04-Arumarundoru.mp3,DKPattammal/Album-008/04-Arumarundoru.mp3,0:19:04,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
5,Adigi Sukhamu,Madhyamavati,Misra Chapu,Thyagaraja,DKPattammal,Album-008,05-AdigiSukhamu.mp3,DKPattammal/Album-008/05-AdigiSukhamu.mp3,0:20:07,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
6,Naan Oru Vilaiyaattu Bommaiyaa,Navarasakannada,Adi,Papanasam Sivan,DKPattammal,Album-008,06-NaanOruVilaiyaattuBommaiyaa.mp3,DKPattammal/Album-008/06-NaanOruVilaiyaattuBommaiyaa.mp3,0:04:35,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
7,Brovavamma,Manji,Misra Chapu,Syama Sastri,DKPattammal,Album-008,07-Brovavamma.mp3,DKPattammal/Album-008/07-Brovavamma.mp3,0:07:56,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
8,Nannu Brochutaku,Todi,Adi,Subbaraya Sastri,DKPattammal,Album-008,08-NannuBrochutaku.mp3,DKPattammal/Album-008/08-NannuBrochutaku.mp3,0:20:22,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
9,Bhaja Re Re Maanasa,Karnatakadevagandhari,Adi,Mysore Vasudevacharya,DKPattammal,Album-008,09-BhajaReReMaanasa.mp3,DKPattammal/Album-008/09-BhajaReReMaanasa.mp3,0:22:01,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
10,Raama Raama Raama Raama,Vasanta,Adi (Tisra),Purandaradasa,DKPattammal,Album-008,10-RaamaRaamaRaamaRaama.mp3,DKPattammal/Album-008/10-RaamaRaamaRaamaRaama.mp3,0:02:29,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
11,Saantamulekha,Sama,Adi,Thyagaraja,DKPattammal,Album-008,11-Saantamulekha.mp3,DKPattammal/Album-008/11-Saantamulekha.mp3,0:05:11,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
12,Neeveraa Kuladhanamu,Begada,Misra Chapu,Thyagaraja,DKPattammal,Album-008,12-NeeveraaKuladhanamu.mp3,DKPattammal/Album-008/12-NeeveraaKuladhanamu.mp3,0:07:23,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
13,Sivakaamasundari Jagadamba,Mukhari,Adi,Papanasam Sivan,DKPattammal,Album-008,13-SivakaamasundariJagadamba.mp3,DKPattammal/Album-008/13-SivakaamasundariJagadamba.mp3,0:05:50,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
14,Saundararaajamaasraye,Brindavanasaranga,Rupaka,Muttusvami Dikshitar,DKPattammal,Album-008,14-Saundararaajamaasraye.mp3,DKPattammal/Album-008/14-Saundararaajamaasraye.mp3,0:07:22,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
15,RTP,Jaganmohini,Khanda Matya,,DKPattammal,Album-008,15-RTP-Jaganmohini.mp3,DKPattammal/Album-008/15-RTP-Jaganmohini.mp3,0:24:55,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
16,Cheli Ne Netlu,Paras,Adi,Dharmapuri Subbarayar,DKPattammal,Album-008,16-CheliNeNetlu.mp3,DKPattammal/Album-008/16-CheliNeNetlu.mp3,0:03:58,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
17,Ela Raadaayane Kaamini,Bhairavi,Adi,Chinnayya,DKPattammal,Album-008,17-ElaRaadaayaneKaamini.mp3,DKPattammal/Album-008/17-ElaRaadaayaneKaamini.mp3,0:03:00,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
18,Teeraada Vilaiyaattuppillai,Ragamalika,Adi (Khanda),Subrahmanya Bharati,DKPattammal,Album-008,18-TeeraadaVilaiyaattuppillai.mp3,DKPattammal/Album-008/18-TeeraadaVilaiyaattuppillai.mp3,0:04:52,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
19,Saanti Nilava Vendum,Tilang,Adi,Subrahmanya Bharati,DKPattammal,Album-008,19-SaantiNilavaVendum.mp3,DKPattammal/Album-008/19-SaantiNilavaVendum.mp3,0:03:36,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
20,Tillana,Anandabhairavi,Khanda Chapu,Thanjavur Sankara Iyer,DKPattammal,Album-008,20-Tillana.mp3,DKPattammal/Album-008/20-Tillana.mp3,0:02:48,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
21,Apakaara Nindai,Chakravakam,Chatusra Jhampa,Arunagirinathar,DKPattammal,Album-008,21-ApakaaraNindai.mp3,DKPattammal/Album-008/21-ApakaaraNindai.mp3,0:02:11,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
22,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-008,22-Neenaamaroopamulaku.mp3,DKPattammal/Album-008/22-Neenaamaroopamulaku.mp3,0:00:57,D K Pattammal,Vocal,D K Jayaraman,A Ananthakrishnan,,,,I Sivakumar,,,,,,,,,?-?-1975,New York Bharatiya Society,,
1,Vinave O Manasaa,Vivardhani,Rupaka,Thyagaraja,DKPattammal,Album-009,01-VinaveOManasaa.mp3,DKPattammal/Album-009/01-VinaveOManasaa.mp3,0:01:27,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
2,Vinataasuta Vaahana,Jayantasena,Adi,Thyagaraja,DKPattammal,Album-009,02-VinataasutaVaahana.mp3,DKPattammal/Album-009/02-VinataasutaVaahana.mp3,0:04:22,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
3,E Taavunaraa,Kalyani,Adi,Thyagaraja,DKPattammal,Album-009,03-ETaavunaraa.mp3,DKPattammal/Album-009/03-ETaavunaraa.mp3,0:18:32,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
4,Anandesvarena Samrakshitoham,Anandabhairavi,Misra Chapu,Muttusvami Dikshitar,DKPattammal,Album-009,04-AnandesvarenaSamrakshitoham.mp3,DKPattammal/Album-009/04-AnandesvarenaSamrakshitoham.mp3,0:12:30,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
5,Maamava Satatam,Jaganmohini,Adi,Thyagaraja,DKPattammal,Album-009,05-MaamavaSatatam.mp3,DKPattammal/Album-009/05-MaamavaSatatam.mp3,0:18:17,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
6,Adigi Sukhamu,Madhyamavati,Misra Chapu,Thyagaraja,DKPattammal,Album-009,06-AdigiSukhamu.mp3,DKPattammal/Album-009/06-AdigiSukhamu.mp3,0:20:59,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
7,Chittam Irangavillaiyo,Sreeranjani,Adi,?,DKPattammal,Album-009,07-ChittamIrangavillaiyo.mp3,DKPattammal/Album-009/07-ChittamIrangavillaiyo.mp3,0:11:04,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
8,Ekkaalattilum Maravene,Nattakuranji,Rupaka,Ramasvami Sivan,DKPattammal,Album-009,08-EkkaalattilumMaravene.mp3,DKPattammal/Album-009/08-EkkaalattilumMaravene.mp3,0:05:36,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
9,RTP,Dhanyasi,Misra Chapu,,DKPattammal,Album-009,09-RTP-Dhanyasi.mp3,DKPattammal/Album-009/09-RTP-Dhanyasi.mp3,0:19:05,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
10,?,Sankarabharanam,Misra Chapu,?,DKPattammal,Album-009,10.mp3,DKPattammal/Album-009/10.mp3,0:04:14,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
11,Kopametula,Kedaragaula,Rupaka,Chinnayya,DKPattammal,Album-009,11-Kopametula.mp3,DKPattammal/Album-009/11-Kopametula.mp3,0:03:19,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
12,Ittarani Meedil,Asaveri,Adi,Arunagirinathar,DKPattammal,Album-009,12-IttaraniMeedil.mp3,DKPattammal/Album-009/12-IttaraniMeedil.mp3,0:03:11,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
13,Slokam,Ragamalika,,,DKPattammal,Album-009,13-Slokam.mp3,DKPattammal/Album-009/13-Slokam.mp3,0:08:38,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,Srinivasa Sastry Hall,,
1,Vanajaakshiro I Viraha Morvane,Kalyani,Adi,Ramanathapuram Srinivasa Iyengar,DKPattammal,Album-010,01-VanajaakshiroIVirahaMorvane.mp3,DKPattammal/Album-010/01-VanajaakshiroIVirahaMorvane.mp3,0:04:06,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
2,Kannatanrinaapai,Devamanohari,Adi,Thyagaraja,DKPattammal,Album-010,02-Kannatanrinaapai.mp3,DKPattammal/Album-010/02-Kannatanrinaapai.mp3,0:04:38,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
3,Kaalaharanamelaraa,Suddhasaveri,Rupaka,Thyagaraja,DKPattammal,Album-010,03-Kaalaharanamelaraa.mp3,DKPattammal/Album-010/03-Kaalaharanamelaraa.mp3,0:03:21,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
4,Karunajoodavamma Vinamma,Pantuvarali,Adi,Syama Sastri,DKPattammal,Album-010,04-Karunajoodavamma.mp3,DKPattammal/Album-010/04-Karunajoodavamma.mp3,0:15:00,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
5,Govinda Ghataya,Bhairavi,Khanda Chapu,Narayana Teertha,DKPattammal,Album-010,05-GovindaGhataya.mp3,DKPattammal/Album-010/05-GovindaGhataya.mp3,0:16:13,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
6,Sukhi Evaro,Kaanada,Adi,Thyagaraja,DKPattammal,Album-010,06-SukhiEvaro.mp3,DKPattammal/Album-010/06-SukhiEvaro.mp3,0:05:53,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
7,Rangapuravihaara,Brindavanasaranga,Rupaka,Muttusvami Dikshitar,DKPattammal,Album-010,07-Rangapuravihaara.mp3,DKPattammal/Album-010/07-Rangapuravihaara.mp3,0:08:45,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
8,Emi Jesite,Todi,Misra Chapu,Thyagaraja,DKPattammal,Album-010,08-EmiJesite.mp3,DKPattammal/Album-010/08-EmiJesite.mp3,0:23:33,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
