Trk,Song,Ragam,Thalam,Composer,Musician,ConcertFolder,FileName,RelativePath,Duration,MainArtist,Type,VocalSupport,Violin,Veena,Flute,Nagasvaram,Mridangam,Tavil,Khanjira,Ghatam,Morsing,Konnakkol,Dholak,Tabla,Narration,Date,Venue,Info,Comments
13,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKJayaraman,PR-SIFA-1986,12-13-AasaiMugamMaranduPochche-Neenaamaroopamulaku.mp3,DKJayaraman/PR-SIFA-1986/12-13-AasaiMugamMaranduPochche-Neenaamaroopamulaku.mp3,0:04:16,D K Jayaraman,Vocal,Sharada Mani & Sukanya Shankar Ram,T Rukmini,,,,J Vaidyanathan,,,,,,,,,13-07-1986,"South Indian Fine Arts Society, Cupertino, CA, USA",,
1,Eraanaapai,Todi,Adi,Patnam Subramania Iyer,DKPattammal,Album-001,01-Eraanaapai.mp3,DKPattammal/Album-001/01-Eraanaapai.mp3,0:04:18,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
2,Sree Mahaaganapatim,Atana,Adi,Mysore Jayachamaraja Wodeyar,DKPattammal,Album-001,02-SreeMahaaganapatim.mp3,DKPattammal/Album-001/02-SreeMahaaganapatim.mp3,0:04:28,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
3,Ennado Rakshinchidenee,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-001,03-EnnadoRakshinchidenee.mp3,DKPattammal/Album-001/03-EnnadoRakshinchidenee.mp3,0:05:31,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
4,Chanitodi Teve,Harikambhoji,Adi,Thyagaraja,DKPattammal,Album-001,04-ChanitodiTeve.mp3,DKPattammal/Album-001/04-ChanitodiTeve.mp3,0:14:07,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
5,Aparaadhamula Maanpiyaadu Kovayya,Darbar,Khanda Chapu,Thyagaraja,DKPattammal,Album-001,05-AparaadhamulaMaanpiyaaduKovayya.mp3,DKPattammal/Album-001/05-AparaadhamulaMaanpiyaaduKovayya.mp3,0:11:10,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
6,Sandehamu Elaraa,Kalyani,Rupaka,?,DKPattammal,Album-001,06a-SandehamuElaraa.mp3,DKPattammal/Album-001/06a-SandehamuElaraa.mp3,0:10:16,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
6,Sandehamu Elaraa,Kalyani,Rupaka,?,DKPattammal,Album-001,06b-SandehamuElaraa.mp3,DKPattammal/Album-001/06b-SandehamuElaraa.mp3,0:20:34,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
7,Saundararaajamaasraye,Brindavanasaranga,Rupaka,Muttusvami Dikshitar,DKPattammal,Album-001,07-Saundararaajamaasraye.mp3,DKPattammal/Album-001/07-Saundararaajamaasraye.mp3,0:08:54,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
8,Paraamukham En Ayya,Kharaharapriya,Adi,Papanasam Sivan,DKPattammal,Album-001,08a-ParaamukhamEnAyya.mp3,DKPattammal/Album-001/08a-ParaamukhamEnAyya.mp3,0:12:10,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
8,Paraamukham En Ayya,Kharaharapriya,Adi,Papanasam Sivan,DKPattammal,Album-001,08b-ParaamukhamEnAyya.mp3,DKPattammal/Album-001/08b-ParaamukhamEnAyya.mp3,0:15:41,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
9,Ninnuvinaa Marigaladaa,Reetigaula,Rupaka,Syama Sastri,DKPattammal,Album-001,09-NinnuvinaaMarigaladaa.mp3,DKPattammal/Album-001/09-NinnuvinaaMarigaladaa.mp3,0:04:27,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
10,Sree Tulasamma Maa Inta,Devagandhari,Adi,Thyagaraja,DKPattammal,Album-001,10-SreeTulasammaMaaInta.mp3,DKPattammal/Album-001/10-SreeTulasammaMaaInta.mp3,0:04:37,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
11,Sree Ranganaatham Upaasmahe,Poornachandrika,Adi,?,DKPattammal,Album-001,11-SreeRanganaathamUpaasmahe.mp3,DKPattammal/Album-001/11-SreeRanganaathamUpaasmahe.mp3,0:02:40,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
12,RTP,Todi,Triputa (Khanda),,DKPattammal,Album-001,12a-RTP-Todi.mp3,DKPattammal/Album-001/12a-RTP-Todi.mp3,0:16:14,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
12,RTP,Todi,Triputa (Khanda),,DKPattammal,Album-001,12b-RTP-Todi.mp3,DKPattammal/Album-001/12b-RTP-Todi.mp3,0:09:19,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
13,Slokam,Ragamalika,,,DKPattammal,Album-001,13-Slokam.mp3,DKPattammal/Album-001/13-Slokam.mp3,0:08:22,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
14,Ittarani Meedil,Asaveri,Adi,Arunagirinathar,DKPattammal,Album-001,14-IttaraniMeedil.mp3,DKPattammal/Album-001/14-IttaraniMeedil.mp3,0:01:49,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
15,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-001,15-Neenaamaroopamulaku.mp3,DKPattammal/Album-001/15-Neenaamaroopamulaku.mp3,0:00:53,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Karaikkudi R Mani,,,,,,,,,12/12/1968,Music Academy,,
1,Taamasinchu,Asaveri,Adi,Patnam Subramania Iyer,DKPattammal,Album-002,1-Taamasinchu.mp3,DKPattammal/Album-002/1-Taamasinchu.mp3,0:03:12,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
2,Sree Raama Paadama,Amrutavahini,Adi,Thyagaraja,DKPattammal,Album-002,2-SreeRaamaPaadama.mp3,DKPattammal/Album-002/2-SreeRaamaPaadama.mp3,0:03:27,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
3,Pankajalochana,Kalyani,Misra Chapu,Svati Tirunal,DKPattammal,Album-002,3-Pankajalochana.mp3,DKPattammal/Album-002/3-Pankajalochana.mp3,0:19:55,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
4,Paripaahi Maam Paravaasudeva,Jaganmohini,Adi,Mysore Vasudevacharya,DKPattammal,Album-002,4-ParipaahiMaamParavaasudeva.mp3,DKPattammal/Album-002/4-ParipaahiMaamParavaasudeva.mp3,0:14:01,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
5,Panchaashatpeetharoopini,Karnatakadevagandhari,Adi,Muttusvami Dikshitar,DKPattammal,Album-002,5-Panchaashatpeetharoopini.mp3,DKPattammal/Album-002/5-Panchaashatpeetharoopini.mp3,0:12:15,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
6,Vinave O Manasaa,Vivardhani,Rupaka,Thyagaraja,DKPattammal,Album-002,6-VinaveOManasaa.mp3,DKPattammal/Album-002/6-VinaveOManasaa.mp3,0:02:50,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
7,RTP,Manirang,Matya,,DKPattammal,Album-002,7a-RTP-Manirang.mp3,DKPattammal/Album-002/7a-RTP-Manirang.mp3,0:11:17,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
7,RTP,Manirang,Matya,,DKPattammal,Album-002,7b-RTP-Manirang.mp3,DKPattammal/Album-002/7b-RTP-Manirang.mp3,0:10:55,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
8,?,Sankarabharanam,Misra Chapu,?,DKPattammal,Album-002,8.mp3,DKPattammal/Album-002/8.mp3,0:05:10,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
9,Slokam,Ragamalika,,,DKPattammal,Album-002,9-Slokam.mp3,DKPattammal/Album-002/9-Slokam.mp3,0:09:21,D K Pattammal,Vocal,Lalitha Sivakumar,Thirupparkadal S Veeraraghavan,,,,?,,,,,,,,,,,,
1,Dayaanidhe,Begada,Adi,Syama Sastri,DKPattammal,Album-003,01-Dayaanidhe.mp3,DKPattammal/Album-003/01-Dayaanidhe.mp3,0:03:43,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
2,Sujana Jeevana,Khamas,Rupaka,Thyagaraja,DKPattammal,Album-003,02-SujanaJeevana.mp3,DKPattammal/Album-003/02-SujanaJeevana.mp3,0:05:08,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
3,Chinna Naade Naa,Kalanidhi,Adi,Thyagaraja,DKPattammal,Album-003,03-ChinnaNaadeNaa.mp3,DKPattammal/Album-003/03-ChinnaNaadeNaa.mp3,0:04:07,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
4,Kamalaambaam Bhaja Re,Kalyani,Adi,Muttusvami Dikshitar,DKPattammal,Album-003,04-KamalaambaamBhajaRe.mp3,DKPattammal/Album-003/04-KamalaambaamBhajaRe.mp3,0:19:41,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
5,Meenalochana Brova,Dhanyasi,Misra Chapu,Syama Sastri,DKPattammal,Album-003,05-MeenalochanaBrova.mp3,DKPattammal/Album-003/05-MeenalochanaBrova.mp3,0:16:37,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
6,Ekkaalattilum Unnai Maravaamal,Poorvikalyani,Adi,Tiruvarur Ramasvami Pillai,DKPattammal,Album-003,06-EkkaalattilumUnnaiMaravaamal.mp3,DKPattammal/Album-003/06-EkkaalattilumUnnaiMaravaamal.mp3,0:06:34,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
7,Maayammaayani,Ahiri,Adi,Syama Sastri,DKPattammal,Album-003,07-Maayammaayani.mp3,DKPattammal/Album-003/07-Maayammaayani.mp3,0:06:57,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
8,Nidam Oru Taramenum,Kharaharapriya,Adi,Ambujam Krishna,DKPattammal,Album-003,08-NidamOruTaramenum.mp3,DKPattammal/Album-003/08-NidamOruTaramenum.mp3,0:19:44,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
9,Bhaja Re Re Maanasa,Karnatakadevagandhari,Adi,Mysore Vasudevacharya,DKPattammal,Album-003,09-BhajaReReMaanasa.mp3,DKPattammal/Album-003/09-BhajaReReMaanasa.mp3,0:35:08,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
10,Ranganaayakam Bhaavayeham,Nayaki,Adi,Muttusvami Dikshitar,DKPattammal,Album-003,10-RanganaayakamBhaavayeham.mp3,DKPattammal/Album-003/10-RanganaayakamBhaavayeham.mp3,0:09:48,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
11,RTP,Madhyamavati,Khanda Triputa,,DKPattammal,Album-003,11-RTP-Madhyamavati.mp3,DKPattammal/Album-003/11-RTP-Madhyamavati.mp3,0:21:11,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
12,Tonri Nigazhnda,Bhairavi,Adi (Tisra),Subrahmanya Bharati,DKPattammal,Album-003,12-TonriNigazhnda.mp3,DKPattammal/Album-003/12-TonriNigazhnda.mp3,0:03:57,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
13,Teeraada Vilaiyaattuppillai,Ragamalika,Adi (Khanda),Subrahmanya Bharati,DKPattammal,Album-003,13-TeeraadaVilaiyaattuppillai.mp3,DKPattammal/Album-003/13-TeeraadaVilaiyaattuppillai.mp3,0:05:21,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
14,Vettri Ettu Dikkum,Mohanam,Adi,Subrahmanya Bharati,DKPattammal,Album-003,14-VettriEttuDikkum.mp3,DKPattammal/Album-003/14-VettriEttuDikkum.mp3,0:03:31,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
15,Ela Raadaayane Kaamini,Bhairavi,Adi,Chinnayya,DKPattammal,Album-003,15-ElaRaadaayaneKaamini.mp3,DKPattammal/Album-003/15-ElaRaadaayaneKaamini.mp3,0:03:08,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
16,Ittarani Meedil,Asaveri,Adi,Arunagirinathar,DKPattammal,Album-003,16-IttaraniMeedil.mp3,DKPattammal/Album-003/16-IttaraniMeedil.mp3,0:03:14,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
17,Neenaamaroopamulaku,Saurashtram,Adi,Thyagaraja,DKPattammal,Album-003,17-Neenaamaroopamulaku.mp3,DKPattammal/Album-003/17-Neenaamaroopamulaku.mp3,0:01:14,D K Pattammal,Vocal,,,,,,,,,,,,,,,,,,
1,Vaaranamukhavaa,Hamsadhvani,Rupaka,Koteesvara Iyer,DKPattammal,Album-004,01-Vaaranamukhavaa.mp3,DKPattammal/Album-004/01-Vaaranamukhavaa.mp3,0:09:16,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
2,Saranam Saranam Raghuraama,Asaveri,Misra Chapu,Arunachala Kavirayar,DKPattammal,Album-004,02-SaranamSaranamRaghuraama.mp3,DKPattammal/Album-004/02-SaranamSaranamRaghuraama.mp3,0:04:56,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
3,Nin Arul,Pantuvarali,Rupaka,Papanasam Sivan,DKPattammal,Album-004,03-NinArul.mp3,DKPattammal/Album-004/03-NinArul.mp3,0:11:56,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
4,Paraamukham En Ayya,Kharaharapriya,Adi,Papanasam Sivan,DKPattammal,Album-004,04-ParaamukhamEnAyya.mp3,DKPattammal/Album-004/04-ParaamukhamEnAyya.mp3,0:09:41,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
5,Nannu Brochutaku,Todi,Adi,Subbaraya Sastri,DKPattammal,Album-004,05-NannuBrochutaku.mp3,DKPattammal/Album-004/05-NannuBrochutaku.mp3,0:09:50,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
6,Konji Konji Vaa Guhane,Khamas,Adi,Periasami Thooran,DKPattammal,Album-004,06-KonjiKonjiVaaGuhane.mp3,DKPattammal/Album-004/06-KonjiKonjiVaaGuhane.mp3,0:06:10,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
7,Ragam,Karnatakadevagandhari,,,DKPattammal,Album-004,07-Ragam.mp3,DKPattammal/Album-004/07-Ragam.mp3,0:07:26,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
8,Sree Jaalandharam Aasrayaamyaham,Gambhiranattai,Adi,Mysore Jayachamaraja Wodeyar,DKPattammal,Album-004,08-SreeJaalandharamAasrayaamyaham.mp3,DKPattammal/Album-004/08-SreeJaalandharamAasrayaamyaham.mp3,0:19:41,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
9,Naan Oru Vilaiyaattu Bommaiyaa,Navarasakannada,Adi,Papanasam Sivan,DKPattammal,Album-004,09-NaanOruVilaiyaattuBommaiyaa.mp3,DKPattammal/Album-004/09-NaanOruVilaiyaattuBommaiyaa.mp3,0:04:50,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
10,RTP,Jaganmohini,Adi (Tisra),,DKPattammal,Album-004,10a-RTP-Jaganmohini.mp3,DKPattammal/Album-004/10a-RTP-Jaganmohini.mp3,0:14:45,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
10,RTP,Jaganmohini,Adi (Tisra),,DKPattammal,Album-004,10b-RTP-Jaganmohini.mp3,DKPattammal/Album-004/10b-RTP-Jaganmohini.mp3,0:13:06,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
11,Slokam,Ragamalika,,,DKPattammal,Album-004,11-Slokam.mp3,DKPattammal/Album-004/11-Slokam.mp3,0:13:57,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
12,Teeraada Vilaiyaattuppillai,Ragamalika,Adi (Khanda),Subrahmanya Bharati,DKPattammal,Album-004,12-TeeraadaVilaiyaattuppillai.mp3,DKPattammal/Album-004/12-TeeraadaVilaiyaattuppillai.mp3,0:05:53,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
13,Valli Kanavan,Senjurutti,Adi,?,DKPattammal,Album-004,13-ValliKanavan.mp3,DKPattammal/Album-004/13-ValliKanavan.mp3,0:04:33,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
14,Ittarani Meedil,Asaveri,Adi,Arunagirinathar,DKPattammal,Album-004,14-IttaraniMeedil.mp3,DKPattammal/Album-004/14-IttaraniMeedil.mp3,0:02:13,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
15,Vaazhiya Sentamizh,Madhyamavati,Eka,Subrahmanya Bharati,DKPattammal,Album-004,15-VaazhiyaSentamizh.mp3,DKPattammal/Album-004/15-VaazhiyaSentamizh.mp3,0:00:40,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,,Tamil Isai Sangam,,
1,Saami Ninnekoriyunnaanu,Sree,Adi,Garbhapurivasa,DKPattammal,Album-005,01-SaamiNinnekoriyunnaanu.mp3,DKPattammal/Album-005/01-SaamiNinnekoriyunnaanu.mp3,0:03:08,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
2,Nannu Kanna Talli,Sindhukannada,Adi,Thyagaraja,DKPattammal,Album-005,02-NannuKannaTalli.mp3,DKPattammal/Album-005/02-NannuKannaTalli.mp3,0:02:23,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
3,Ninne Neranamminaanuraa,Pantuvarali,Rupaka,Thyagaraja,DKPattammal,Album-005,03-NinneNeranamminaanuraa.mp3,DKPattammal/Album-005/03-NinneNeranamminaanuraa.mp3,0:10:32,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
4,Chanitodi Teve,Harikambhoji,Adi,Thyagaraja,DKPattammal,Album-005,04-ChanitodiTeve.mp3,DKPattammal/Album-005/04-ChanitodiTeve.mp3,0:12:45,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
5,Aparaadhamula Maanpiyaadu Kovayya,Darbar,Khanda Chapu,Thyagaraja,DKPattammal,Album-005,05-AparaadhamulaMaanpiyaaduKovayya.mp3,DKPattammal/Album-005/05-AparaadhamulaMaanpiyaaduKovayya.mp3,0:08:08,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
6,Meenalochana Brova,Dhanyasi,Misra Chapu,Syama Sastri,DKPattammal,Album-005,06-MeenalochanaBrova.mp3,DKPattammal/Album-005/06-MeenalochanaBrova.mp3,0:16:08,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
7,Sree Tulasamma Maa Inta,Devagandhari,Adi,Thyagaraja,DKPattammal,Album-005,07-SreeTulasammaMaaInta.mp3,DKPattammal/Album-005/07-SreeTulasammaMaaInta.mp3,0:03:45,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
8,Maapaala Velasi,Asaveri,Adi,Thyagaraja,DKPattammal,Album-005,08-MaapaalaVelasi.mp3,DKPattammal/Album-005/08-MaapaalaVelasi.mp3,0:03:07,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
9,Nadachi Nadachi,Kharaharapriya,Adi,Thyagaraja,DKPattammal,Album-005,09-NadachiNadachi.mp3,DKPattammal/Album-005/09-NadachiNadachi.mp3,0:28:39,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
10,Daasuko Valenaa,Todi,Jhampa,Thyagaraja,DKPattammal,Album-005,10-DaasukoValenaa.mp3,DKPattammal/Album-005/10-DaasukoValenaa.mp3,0:17:50,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
11,Raanidi Raadu,Manirang,Adi,Thyagaraja,DKPattammal,Album-005,11-RaanidiRaadu.mp3,DKPattammal/Album-005/11-RaanidiRaadu.mp3,0:10:14,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
12,Krpajoochutaku,Chayatarangini,Adi,Thyagaraja,DKPattammal,Album-005,12-Krpajoochutaku.mp3,DKPattammal/Album-005/12-Krpajoochutaku.mp3,0:03:10,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
13,Mariyaadakaadayya,Bhairavam,Adi,Thyagaraja,DKPattammal,Album-005,13-Mariyaadakaadayya.mp3,DKPattammal/Album-005/13-Mariyaadakaadayya.mp3,0:04:53,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
14,Sree Ranganaatham Upaasmahe,Poornachandrika,Adi,?,DKPattammal,Album-005,14-SreeRanganaathamUpaasmahe.mp3,DKPattammal/Album-005/14-SreeRanganaathamUpaasmahe.mp3,0:01:46,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
15,RTP,Vachaspati,Khanda Triputa,,DKPattammal,Album-005,15a-RTP-Vachaspati.mp3,DKPattammal/Album-005/15a-RTP-Vachaspati.mp3,0:16:32,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
15,RTP,Vachaspati,Khanda Triputa,,DKPattammal,Album-005,15b-RTP-Vachaspati.mp3,DKPattammal/Album-005/15b-RTP-Vachaspati.mp3,0:17:44,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
16,Slokam,Ragamalika,,,DKPattammal,Album-005,16-Slokam.mp3,DKPattammal/Album-005/16-Slokam.mp3,0:06:57,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
17,Teeraada Vilaiyaattuppillai,Ragamalika,Adi (Khanda),Subrahmanya Bharati,DKPattammal,Album-005,17-TeeraadaVilaiyaattuppillai.mp3,DKPattammal/Album-005/17-TeeraadaVilaiyaattuppillai.mp3,0:03:36,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
18,Marubaari Taalalenu Raa,Khamas,Adi,Tiruppanandal Pattabhiramayya,DKPattammal,Album-005,18-MarubaariTaalalenuRaa.mp3,DKPattammal/Album-005/18-MarubaariTaalalenuRaa.mp3,0:04:40,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,,,,,,,,,,,
1,Saami Ninnekoriyunnaanu,Sree,Adi,Garbhapurivasa,DKPattammal,Album-006,01-SaamiNinnekoriyunnaanu.mp3,DKPattammal/Album-006/01-SaamiNinnekoriyunnaanu.mp3,0:04:25,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
2,Ninne Neranamminaanuraa,Pantuvarali,Rupaka,Thyagaraja,DKPattammal,Album-006,02-NinneNeranamminaanuraa.mp3,DKPattammal/Album-006/02-NinneNeranamminaanuraa.mp3,0:09:08,D K Pattammal,Vocal,D K Jayaraman,Thirupparkadal S Veeraraghavan,,,,Palghat T S Mani Iyer,,?,,,,,,,?-?-1971,Music Academy,,
